CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
30917,6,1,994,994,994,2,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4, 3,2,6,6,6,6,2,2,1,1,1,7,1,1,5,3, 5,2,0
30918,3,2,994,994,994,1,1,"24",2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1, 2,1, 2,1,96,6,1,2,2,1,7,2,2,1,2,2,2,2,5,3, 4,2,0
30919,6,2,994,994,994,2,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4, 2,1,6,6,6,6,3,2,2,2,2,1,2,2,5,4, 4,3,0
30920,6,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1,10,5, 1,1,2,2,1,1,1,2,1,7,7,1,7,1,5,3, 3,1,0
30921,2,2,994,994,994,6,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,2,0
30922,3,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,2,2,1,2,1,3,1,1,5,4, 4,2,0
30923,6,2,994,994,994,4,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 3,2,6,6,6,6,4,2,2,1,1,2,2,2,5,4, 4,2,0
30924,2,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1,97,7,96,6,1,2,2,1,7,2,2,7,7,2,2,7,5,3, 4,2,0
30925,6,1,508,994,508,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,2,2,2,2,1,1,1,1,5,5, 5,1,2
30926,6,2,994,994,994,4,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,6,6,6,6,3,2,1,1,1,2,1,1,5,5, 3,3,0
30927,2,1,994,994,994,1,1,"24",2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2, 8,4, 9,5,96,6,2,1,2,1,1,2,1,2,1,1,1,2,5,4, 4,2,0
30928,6,1,994,994,994,6,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 3,2, 8,4,6,6,6,6,1,1,1,1,1,2,1,1,5,4, 6,4,0
30929,6,1,994,994,994,5,1,"24",2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1, 8,4, 8,4, 6,3,6,6,6,6,2,2,1,1,1,2,1,1,5,5, 5,3,0
30930,2,1,994,994,994,2,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 8,4,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 5,3,0
30931,6,1,711,994,711,6,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,2,2,1,7,1,7,1,1,5,4, 5,4,2
30932,2,3,994,994,994,3,1,"35",3,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2, 5,3, 5,3,96,6,2,2,1,1,2,2,2,7,1,7,1,3,5,3, 3,1,0
30933,6,2,994,994,994,6,2,"48",4,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,3,2, 2,1, 6,3, 5,3,6,6,6,6,4,2,1,1,1,1,1,2,5,4, 6,3,0
30934,6,2,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,2,2,1,7,1,2,1,1,5,4, 4,2,0
30935,6,2,994,994,994,6,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 4,2, 8,4,6,6,6,6,2,2,1,1,1,1,1,2,5,4, 4,3,0
30936,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,1,2,1,7,1,2,1,1,5,4, 4,2,0
30937,2,2,994,610,610,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,2,1,2,1,1,2,1,1,1,1,1,1,5,3, 4,2,1
30938,6,1,994,994,994,5,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,1,2,2,2,2,2,1,1,4,4, 4,3,0
30939,2,2,994,994,994,1,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 3,2,96,6,2,2,1,1,2,2,2,2,1,7,1,2,5,3, 4,4,0
30940,6,1,994,994,994,4,1,"48",4,1,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,98,8,98,8,98,8,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 4,2,0
30941,2,1,994,994,994,6,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,5,0
30942,2,2,994,994,994,5,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 1,1,96,6,2,2,1,2,2,1,1,1,7,1,1,2,5,4, 4,3,0
30943,2,1,994,994,994,7,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,2,0
30944,2,1,994,994,994,5,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,2,0
30945,2,2,994,994,994,6,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,3,2,2,2,1,2,1,7,5,3, 6,1,0
30946,6,1,994,994,994,6,2,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 5,3,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
30947,2,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,2,0
30948,2,2,711,609,609,1,1,"35",3,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2, 2,1, 2,1,96,6,2,2,1,1,2,2,1,1,1,2,1,2,5,3, 4,2,3
30949,6,1,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,2,1,1,1,2,1,1,5,3, 4,1,0
30950,6,2,994,994,994,3,1,"59",5,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 2,1, 9,5, 9,5,6,6,6,6,2,2,1,1,2,1,1,1,5,4, 6,3,0
30951,3,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 1,1,96,6,1,2,2,1,3,2,1,1,2,2,1,1,5,3, 4,1,0
30952,2,1,994,994,994,6,2,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1,96,6,6,6,6,6,2,1,2,2,1,1,1,1,5,5, 5,5,0
30953,3,1,711,994,711,1,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,5, 4,3,1
30954,6,1,994,994,994,6,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
30955,3,2,994,994,994,5,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 6,4,0
30956,2,2,994,994,994,1,1,"12",1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1, 8,4, 8,4,96,6,2,1,2,1,3,2,2,2,1,3,2,2,4,3, 3,2,0
30957,6,2,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5, 2,1,6,6,6,6,2,2,1,7,2,1,1,1,5,5, 4,1,0
30958,3,2,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,1,1,2,2,1,1,5,1, 4,1,0
30959,2,1,994,994,994,1,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,2, 3,2,0
30960,2,1,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 3,1,0
30961,2,1,994,304,304,3,1,"35",3,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,97,7,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,7,4,2, 3,1,1
30962,3,1,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,4,0
30963,6,2,994,994,994,3,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 2,1,6,6,6,6,3,2,2,7,2,2,2,2,5,4, 5,2,0
30964,2,1,994,994,994,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4,96,6,2,1,2,1,2,2,1,7,7,7,1,7,5,4, 4,1,0
30965,6,1,994,994,994,3,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,3,0
30966,6,2,994,994,994,6,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,2,2,1,1,1,7,1,1,5,3, 3,3,0
30967,2,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2, 2,1,6,6,6,6,1,1,1,1,1,2,1,2,4,4, 4,3,0
30968,6,1,994,994,994,6,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,10,5,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,3,0
30969,2,2,994,994,994,2,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 2,1, 3,2,6,6,6,6,2,2,2,1,2,2,1,1,4,3, 3,2,0
30970,2,2,994,994,994,6,1,"47",4,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,2,10,5,10,5,96,6,6,6,6,6,3,2,1,7,1,2,1,7,5,3, 6,2,0
30971,2,4,994,101,101,1,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 2,1,96,6,6,6,6,6,4,2,3,3,3,3,3,3,5,5, 5,5,3
30972,2,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 6,3,96,6,1,2,2,1,2,2,1,1,1,3,1,1,4,4, 4,2,0
30973,6,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,1,2,1,7,1,2,1,1,5,5, 6,4,0
30974,6,2,994,994,994,3,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 8,4, 6,3,6,6,6,6,3,2,1,8,1,1,1,1,5,5, 2,1,0
30975,2,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,2,1,2,2,2,2,5,5, 6,1,0
30976,6,2,994,994,994,5,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 7,3,6,6,6,6,3,1,1,1,1,2,2,1,5,5, 5,4,0
30977,3,1,994,994,994,6,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,2,1,1,2,1,1,5,3, 6,3,0
30978,6,2,994,994,994,5,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 8,4, 4,2,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 4,3,0
30979,6,1,994,994,994,7,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,7,2,1,1,1,8,1,1,5,7, 6,7,0
30980,2,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 5,1,0
30981,6,2,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1, 2,1,6,6,6,6,2,2,1,7,1,1,1,1,5,4, 4,3,0
30982,6,2,994,994,994,6,2,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 2,1,6,6,6,6,2,2,3,3,3,3,2,7,5,3, 3,2,0
30983,6,1,994,994,994,7,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 9,5,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,1,0
30984,6,1,406,994,406,4,2,"46",4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1, 9,5, 8,4,97,7,6,6,6,6,2,2,1,1,1,1,1,2,5,4, 5,3,2
30985,2,1,508,994,508,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 1,1,96,6,6,6,6,6,2,2,1,1,2,3,2,2,5,2, 4,1,1
30986,6,2,994,994,994,5,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
30987,2,1,994,994,994,3,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,97,7,96,6,2,1,2,1,3,2,1,1,1,1,1,1,5,1, 3,1,0
30988,2,1,711,994,711,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,1,1
30989,2,2,994,609,609,1,1,"12",1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1, 1,1, 8,4,96,6,2,2,1,1,2,2,1,1,1,1,1,1,5,3, 3,3,2
30990,2,2,994,994,994,2,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,3,1,3,2,2,2,2,3,4,2, 2,5,0
30991,2,1,994,994,994,2,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 4,3,0
30992,6,1,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 2,1,6,6,6,6,3,1,1,1,1,1,2,2,5,4, 3,2,0
30993,2,1,994,994,994,6,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,4,0
30994,2,1,994,994,994,1,1,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 3,2,96,6,2,2,1,1,1,2,1,1,1,1,1,1,5,4, 4,1,0
30995,3,2,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 6,2,0
30996,2,1,509,609,509,1,1,"24",2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1, 2,1, 2,1,96,6,2,2,1,1,2,2,1,2,1,3,2,2,5,4, 3,1,3
30997,6,2,994,994,994,5,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 7,3, 8,4,6,6,6,6,3,2,7,1,7,1,7,7,5,4, 4,3,0
30998,6,1,813,994,813,4,1,"24",2,1,2,2,2,2,2,2,2,2,7,2,2,7,6,6,6,6,6,6,6,10,5,97,7, 9,5,6,6,6,6,3,2,2,2,2,3,7,1,5,5,97,3,1
30999,6,1,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 6,3, 1,1,6,6,6,6,1,2,1,1,1,2,1,1,5,5, 5,3,0
31000,6,2,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1,10,5,10,5,6,6,6,6,3,2,1,1,2,1,1,1,5,4, 6,3,0
31001,2,1,994,994,994,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 2,1,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 3,2,0
31002,2,3,994,994,994,7,2,"12",1,1,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,4,2,1,7,1,2,2,3,1,7, 6,2,0
31003,6,1,994,994,994,5,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 8,4, 2,1,6,6,6,6,3,2,2,2,2,1,1,1,5,5, 6,1,0
31004,6,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,3,2,2,7,1,1,2,2,5,5, 6,3,0
31005,6,1,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 6,3,0
31006,2,3,994,994,994,6,2,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,1,2,7,2,7,2,1,5,4, 6,4,0
31007,6,2,994,994,994,2,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,97,7,6,6,6,6,2,2,2,2,2,2,1,2,5,4, 3,1,0
31008,6,2,994,994,994,5,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1, 5,3,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 6,4,0
31009,2,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,2,2,2,1,1,2,5,4, 6,3,0
31010,2,3,405,994,405,7,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,3,2,2,7,2,7,5,5, 6,3,1
31011,2,1,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,1,7,1,1,2,2,5,4, 3,3,0
31012,2,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,4,2,2,3,1,7,7,7,5,1, 6,1,0
31013,3,2,994,994,994,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,7,7,7,7,7,7,5,4, 6,1,0
31014,6,2,994,994,994,5,2,"48",4,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,10,5, 8,4, 2,1,6,6,6,6,3,1,2,3,2,3,3,2,5,3, 4,2,0
31015,6,1,994,994,994,6,2,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,2,0
31016,2,2,994,994,994,4,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5,96,6,6,6,6,6,1,2,2,2,2,1,2,3,5,3, 4,2,0
31017,2,1,994,994,994,1,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 3,2,96,6,6,6,6,6,2,2,1,1,1,7,1,1,3,2, 5,1,0
31018,2,1,994,994,994,4,1,"48",4,2,2,2,2,7,7,2,2,2,2,2,2,7,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 5,1,0
31019,6,3,994,610,610,4,2,"46",4,1,1,2,2,1,2,2,2,2,2,2,2,1,7,2,2,2,2,2,7, 9,5, 9,5, 9,5,6,6,6,6,3,1,2,2,1,3,2,3,3,3, 3,5,1
31020,2,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,7,2,1,7,1,1,1,1,5,4, 6,4,0
31021,2,2,711,994,711,2,1,"24",2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2, 1,1,97,7, 1,1,6,6,6,6,2,2,2,1,2,7,2,2,5,2, 3,1,2
31022,3,2,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,2,1,1,2,2,2,3,4, 6,3,0
31023,3,2,994,994,994,2,1,"59",5,2,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,98,8,98,8,98,8,6,6,6,6,4,2,2,3,3,3,3,3,5,4, 3,1,0
31024,6,2,711,994,711,4,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 8,4, 7,3,6,6,6,6,7,1,1,1,2,2,2,1,5,3, 4,1,1
31025,2,1,994,994,994,2,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 5,3,6,6,6,6,2,2,1,7,2,1,1,1,5,4,97,3,0
31026,6,2,994,994,994,3,1,"48",4,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1, 4,2, 2,1, 4,2,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 3,1,0
31027,2,1,994,994,994,5,2,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,1,1,1,1,1,1,1,1, 6,2,0
31028,2,2,994,994,994,1,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,4,0
31029,2,2,994,994,994,3,2,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5, 8,4,6,6,6,6,2,1,1,1,1,1,1,1,4,3, 3,2,0
31030,6,2,994,994,994,5,2,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,10,5, 3,2,6,6,6,6,3,2,2,2,2,3,2,2,4,3, 4,1,0
31031,2,1,994,994,994,2,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 7,3, 6,3,6,6,6,6,3,2,2,2,2,1,2,1,5,3, 3,3,0
31032,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,10,5, 3,2,6,6,6,6,2,2,2,7,1,1,1,1,5,5, 6,7,0
31033,2,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 4,4,0
31034,2,1,994,994,994,6,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,1,2,1,1,1,2,2,5,5, 5,4,0
31035,6,1,994,994,994,5,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 3,2, 5,3,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
31036,2,1,994,994,994,7,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,2,1,1,7,5,4, 6,1,0
31037,2,2,994,304,304,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,2,2,2,2,3,5,3, 4,2,1
31038,6,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 6,3,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 5,4,0
31039,6,2,994,994,994,5,3,"11",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,7,1,2,1,1,5,4, 3,7,0
31040,2,3,994,994,994,1,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 1,1,96,6,2,1,2,2,4,2,2,2,3,2,2,3,5,3, 4,2,0
