CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
  124,2,1,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2, 1,1,2,1,2,2,2,2,1,1,1,1,1,1,5,4, 5,2,0
  125,3,2,994,994,994,7,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,1,2,1,2,2,1,5,5, 6,5,0
  126,2,2,994,994,994,6,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,3,2,2,1,2,1,2,3,4,3, 6,1,0
  127,2,2,994,994,994,1,1,"35",3,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2, 3,2, 9,5,96,6,6,6,6,6,2,2,2,2,1,2,2,1,5,2, 3,1,0
  128,3,2,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,2,2,1,1,7,1,1,2,5,4, 6,3,0
  129,2,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 4,2,6,6,6,6,2,2,1,1,7,1,1,1,5,2, 4,1,0
  130,6,3,994,994,994,7,2,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,4,2,3,1,1,3,7,3,7,3, 6,8,0
  131,6,2,711,304,304,4,1,"35",3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2, 2,1,97,7, 8,4,6,6,6,6,4,1,1,1,7,3,1,7,5,3, 4,2,3
  132,6,2,994,994,994,4,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,2,2,2,2,1,2,2,2,5,5, 4,4,0
  133,6,2,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 6,3,0
  134,2,2,994,994,994,2,2,"12",1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2, 3,2, 3,2,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,5, 3,3,0
  135,2,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 6,3,0
  136,6,1,994,994,994,6,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 1,1,6,6,6,6,2,2,2,2,2,2,2,2,5,5, 6,2,0
  137,2,2,994,994,994,2,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 3,2,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 4,4,0
  138,3,1,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,2,0
  139,2,2,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 4,3,0
  140,6,2,994,994,994,4,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 1,1,6,6,6,6,2,2,2,2,1,1,1,1,5,5, 5,4,0
  141,1,2,994,610,610,3,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5,96,6,6,6,6,6,3,1,2,1,2,1,2,1,3,2,97,1,3
  142,3,2,994,994,994,6,1,"35",3,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1, 9,5, 8,4,96,6,6,6,6,6,3,2,2,1,1,1,2,3,5,4, 6,3,0
  143,6,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3, 7,3, 8,4,6,6,6,6,2,2,2,2,1,1,1,1,5,5, 5,1,0
  144,2,2,994,609,609,2,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,4,4, 3,2,1
  145,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,1,1,1,7,1,7,2,2,5,5, 5,4,0
  146,2,2,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 4,3,0
  147,1,1,994,994,994,3,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,2,0
  148,2,1,994,994,994,5,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,3,2,2,2,7,7,1,1,5,5, 6,5,0
  149,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,97,7,6,6,6,6,2,2,1,2,2,2,2,2,5,3, 5,2,0
  150,2,1,994,994,994,2,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 8,4,96,6,2,2,1,1,2,1,1,1,1,1,1,1,4,2, 4,7,0
  151,6,1,994,994,994,3,1,"13",1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,10,5, 8,4, 8,4,6,6,6,6,4,1,1,2,1,1,1,1,5,5, 5,3,0
  152,6,1,995,995,995,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 8,4,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 3,3,1
  153,2,1,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,1,2,1,1,1,1,1,1,4,4, 4,4,0
  154,6,1,994,994,994,4,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 6,1,0
  155,6,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 2,1,0
  156,2,1,994,994,994,6,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,1,1,2,2,1,5,5, 6,5,0
  157,2,4,994,994,994,2,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,4,2,2,2,2,2,2,2,4,5, 5,1,0
  158,6,2,508,995,508,2,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 8,4, 7,3,6,6,6,6,2,2,2,3,1,1,1,1,5,3, 4,3,3
  159,6,2,994,304,304,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,97,7,6,6,6,6,3,2,2,2,2,2,2,2,5,5, 3,3,1
  160,1,2,994,609,609,4,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2,96,6,6,6,6,6,4,2,2,2,2,3,2,3,3,3, 1,1,2
  161,6,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,10,5,6,6,6,6,4,1,1,1,1,1,1,1,5,5, 6,4,0
  162,2,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,2,2,1,2,1,1,1,1,5,4, 4,3,0
  163,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 4,2,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 4,1,0
  164,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1,96,6,1,2,2,1,1,2,1,1,2,2,1,1,5,2, 3,1,0
  165,2,2,994,994,994,1,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2,96,6,1,2,2,1,2,2,1,1,1,1,1,1,4,4, 4,1,0
  166,6,2,994,994,994,5,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 8,4,6,6,6,6,2,1,2,2,1,3,2,2,5,5, 6,5,0
  167,2,2,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,2,2,2,2,2,5,3, 6,1,0
  168,2,1,994,994,994,6,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,1,2,1,1,1,1,2,1,5,5, 6,1,0
  169,2,2,994,994,994,5,1,"12",1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,2, 3,2, 3,2,96,6,6,6,6,6,2,1,1,1,1,2,1,1,4,5, 3,1,0
  170,2,2,711,304,304,6,2,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,3,2,2,3,2,2,7,2,3,5, 6,1,2
  171,2,1,994,994,994,1,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,1,2,2,1,1,2,1,1,1,1,1,1,5,4, 4,2,0
  172,2,2,813,994,813,2,1,"12",1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2, 2,1, 8,4,96,6,6,6,6,6,2,2,2,2,1,2,2,2,5,3, 4,1,1
  173,2,4,994,994,994,2,2,"35",3,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,3,1, 3,2, 2,1,96,6,6,6,6,6,4,1,3,3,3,3,3,3,2,1, 6,1,0
  174,2,1,994,994,994,7,2,"59",5,2,1,1,2,2,2,2,2,2,2,2,2,1,7,2,2,2,2,2,7,10,5,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,4,0
  175,2,2,994,994,994,4,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,3, 4,1,0
  176,3,1,406,994,406,5,2,"24",2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,4,1
  177,6,1,994,994,994,7,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,3,0
  178,6,2,405,994,405,6,2,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,3,2,2,3,3,2,2,2,5,5, 6,1,1
  179,3,1,994,994,994,6,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,2,2,1,1,1,2,5,4, 6,2,0
  180,6,1,508,994,508,4,3,"11",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4, 4,2,2,1,2,1,1,2,1,1,1,1,1,1,5,4, 4,3,1
  181,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 1,1,6,6,6,6,7,2,1,1,1,7,1,1,5,4, 4,1,0
  182,2,1,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,2,0
  183,6,1,994,994,994,5,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 7,3,6,6,6,6,3,1,2,1,3,1,2,1,5,5, 6,3,0
  184,6,3,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 4,2,6,6,6,6,3,2,2,7,7,2,2,7,5,4, 5,4,0
  185,3,1,994,994,994,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3,98,8,96,6,6,6,6,6,1,2,1,8,1,1,1,1,5,5, 6,3,0
  186,2,1,994,609,609,1,1,"35",3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1, 9,5, 3,2,96,6,1,2,2,1,1,2,1,7,1,1,1,1,5,3, 4,2,1
  187,2,1,813,994,813,1,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1,96,6,2,2,1,2,2,2,1,1,2,2,1,1,5,4, 5,4,1
  188,6,1,994,994,994,5,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,4,0
  189,6,1,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,2,1,2,1,1,1,2,2,4,4, 6,7,0
  190,6,2,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 4,2, 8,4,6,6,6,6,2,2,2,2,1,1,2,1,5,4, 5,1,0
  191,2,1,509,994,509,1,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2,96,6,6,6,6,6,7,2,1,2,1,2,1,1,5,4, 4,2,1
  192,2,2,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,1,1,1,1,1,1,1,5,5, 4,4,0
  193,6,2,994,994,994,3,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 4,2, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
  194,2,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 5,4,0
  195,2,3,711,609,609,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 3,2,96,6,6,6,6,6,3,1,3,1,3,3,2,3,4,3, 3,1,3
  196,6,1,994,994,994,5,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,97,7,6,6,6,6,1,1,1,1,1,1,1,1,5,4, 5,3,0
  197,3,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5,96,6,6,6,6,6,3,2,1,1,1,1,3,2,4,4, 6,1,0
  198,2,2,994,994,994,2,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 6,3,96,6,6,6,6,6,2,2,2,2,3,2,2,2,5,4, 3,2,0
  199,2,3,994,994,994,4,2,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 7,3,6,6,6,6,1,1,3,3,1,1,3,3,5,5, 1,5,0
  200,2,2,813,994,813,6,1,"59",5,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 6,3, 1,1, 2,1,6,6,6,6,2,2,1,1,2,2,2,3,5,4, 4,3,1
  201,6,2,994,994,994,2,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,4,2,2,3,1,2,3,1,5,3, 5,2,0
  202,2,2,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5,96,6,6,6,6,6,3,1,1,1,3,2,2,1,5,4, 5,3,0
  203,1,1,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 8,4,96,6,6,6,6,6,1,1,1,1,1,2,1,1,4,2, 3,1,0
  204,6,1,994,994,994,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,1,0
  205,2,2,994,994,994,7,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,2,1,1,1,1,1,5,5, 6,2,0
  206,6,2,994,994,994,3,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,2,1,1,1,1,4,4, 3,4,0
  207,3,7,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,7,2,1,7,7,1,1,7,5,7, 6,8,0
  208,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,1,2,1,7,1,2,1,7,5,4, 5,1,0
  209,6,1,995,995,995,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 6,3, 2,1,6,6,6,6,1,2,1,7,1,1,1,1,5,4, 5,2,1
  210,6,2,994,994,994,4,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 2,1,6,6,6,6,2,1,2,2,1,1,1,1,5,4, 4,4,0
  211,2,2,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,7,2,7,7,7,7,7,7,5,2, 2,2,0
  212,2,1,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,1,2,1,1,1,2,1,1,5,5, 5,1,0
  213,2,1,994,609,609,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,1,1,2,1,7,1,1,5,4, 5,3,1
  214,1,1,994,994,994,2,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 3,2,96,6,6,6,6,6,2,1,2,7,1,1,1,1,5,1, 3,1,0
  215,2,2,994,994,994,5,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 4,2,0
  216,6,1,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,2,1,2,1,2,1,1,1,1,1,1,1,5,4, 4,2,0
  217,6,1,994,994,994,4,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,10,5,6,6,6,6,7,1,1,1,1,7,1,1,5,4, 5,7,0
  218,2,1,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,2,1,2,2,1,2,2,1,1,1,2,1,5,4, 4,2,0
  219,6,2,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,2,2,2,7,7,2,2,2,5,5, 6,1,0
  220,2,2,994,994,994,2,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,1,1,1,1,2,5,4, 5,2,0
  221,2,1,994,994,994,3,2,"24",2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,10,5,97,7,96,6,6,6,6,6,2,1,1,7,7,1,1,7,5,3, 3,2,0
  222,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 4,2,0
  223,3,2,994,994,994,7,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,7,2,1,2,1,2,2,1,5,3, 6,3,0
  224,6,2,994,994,994,3,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,1,2,3,3,1,1,3,1,5,5, 3,1,0
  225,3,2,994,994,994,7,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 5,3,96,6,6,6,6,6,1,2,1,7,1,7,1,1,5,7, 6,7,0
  226,2,4,711,202,202,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5,96,6,6,6,6,6,1,2,3,2,3,7,3,3,5,1, 1,1,3
  227,6,2,995,995,995,2,2,"13",1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2, 8,4, 8,4, 2,1,2,2,1,2,2,2,1,2,1,2,1,2,4,4, 4,1,3
  228,2,1,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 3,2,6,6,6,6,2,2,2,7,7,1,7,1,5,4, 4,3,0
  229,6,1,994,994,994,7,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 2,1,6,6,6,6,3,2,1,7,1,2,1,7,5,3, 6,2,0
  230,6,2,994,994,994,4,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 1,1,6,6,6,6,3,2,1,7,7,1,1,1,5,4, 4,2,0
  231,2,1,994,994,994,2,1,"35",3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 2,1, 3,2,96,6,6,6,6,6,1,2,1,7,1,3,1,1,5,1, 4,1,0
  232,6,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 2,1,6,6,6,6,1,2,1,1,1,2,1,1,5,3, 5,2,0
  233,2,2,994,609,609,2,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,4,3, 3,2,1
  234,3,1,994,994,994,7,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,1,7,7,7,1,7,5,5, 6,5,0
  235,2,2,994,994,994,1,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,1,2,2,1,2,2,2,2,3,1,2,2,5,4, 3,2,0
  236,2,1,994,994,994,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,3,0
  237,2,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,2,2,2,1,1,2,1,1,5,4, 3,3,0
  238,6,1,994,994,994,6,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 8,4,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 6,3,0
  239,2,1,711,609,609,4,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 4,2,96,6,6,6,6,6,2,1,1,1,1,1,2,2,5,3, 3,2,2
  240,6,1,994,994,994,6,2,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 4,2,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,3,0
  241,2,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 3,2, 2,1,6,6,6,6,2,2,2,2,2,2,2,2,5,3, 3,1,0
  242,2,1,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,2,1,2,2,2,1,2,2,1,1,2,1,2,7, 3,1,0
  243,2,2,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 1,1,2,2,1,3,2,2,1,1,7,1,1,1,5,5, 5,2,0
  244,6,1,994,994,994,7,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
  245,2,2,994,994,994,3,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,2,0
  246,2,1,994,994,994,1,2,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1,96,6,1,2,2,1,1,2,1,1,1,1,1,1,5,4, 3,2,0
  247,6,1,994,994,994,6,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,3,2,1,7,1,1,1,7,5,4, 6,3,0
