CASEID,cip_10,agegr10,luc_rst,prv,region,sex,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25
31475,2,7,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 6,1
31476,2,1,2,"12",1,2,2,2,1,1,1,1,1,1,5,3, 3,2
31477,1,7,1,"12",1,1,2,2,1,1,1,7,1,1,5,4, 6,4
31478,1,1,2,"10",1,1,1,2,2,1,1,2,2,1,5,5, 5,3
31479,1,2,1,"24",2,2,1,2,1,1,1,1,1,1,5,3, 4,2
31480,1,1,1,"35",3,1,2,2,1,7,1,1,1,1,5,5, 1,1
31481,2,3,1,"13",1,2,2,1,7,7,7,2,1,7,4,3, 4,1
31482,2,1,1,"24",2,1,2,2,1,1,2,2,1,1,5,4, 4,1
31483,1,6,1,"35",3,2,2,2,1,7,2,2,2,2,5,3, 4,3
31484,2,1,2,"35",3,1,1,2,1,2,1,1,1,2,5,4, 4,3
31485,7,7,1,"13",1,1,2,2,2,7,1,2,2,2,5,7, 6,1
31486,2,6,1,"24",2,2,2,2,2,1,2,1,1,1,5,4, 4,2
31487,1,5,1,"35",3,1,1,2,1,1,1,1,1,1,5,5, 5,2
31488,2,1,1,"12",1,1,3,1,2,7,7,1,2,2,4,4, 5,1
31489,1,5,1,"35",3,1,2,2,2,2,1,1,1,1,5,4, 4,2
31490,2,1,1,"35",3,1,1,1,1,1,1,1,1,2,5,4, 4,2
31491,2,3,2,"59",5,2,2,2,1,1,1,1,1,1,5,3, 6,2
31492,1,3,1,"10",1,2,2,2,2,2,1,2,2,1,5,5, 4,3
31493,2,6,1,"24",2,1,7,2,3,1,1,2,2,2,5,5, 6,4
31494,2,2,1,"12",1,2,2,1,2,2,1,2,2,1,5,4, 5,2
31495,1,4,2,"48",4,1,2,2,1,1,1,1,1,1,5,3, 5,1
31496,1,7,1,"12",1,1,7,2,1,7,1,7,7,7,5,5,98,1
31497,1,2,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 4,1
31498,2,3,1,"35",3,2,1,1,2,2,2,2,1,2,5,3, 3,1
31499,4,4,1,"35",3,1,4,1,2,2,3,3,2,3,5,7,97,3
31500,2,5,1,"24",2,1,2,2,2,2,2,2,2,2,5,5, 6,1
31501,1,7,2,"59",5,1,2,2,1,2,1,1,1,1,4,3, 6,1
31502,2,4,1,"46",4,2,3,2,3,3,2,3,3,2,4,2, 3,1
31503,2,3,1,"48",4,1,2,1,1,1,1,3,1,1,5,1, 2,1
31504,1,5,1,"35",3,1,2,2,1,7,1,1,1,1,5,4, 4,4
31505,1,4,1,"35",3,1,4,2,1,1,1,1,1,1,5,5, 4,2
31506,1,7,3,"11",1,1,2,2,1,1,1,1,1,1,5,5, 6,5
31507,2,3,1,"24",2,2,2,2,1,2,2,1,1,2,5,4,97,2
31508,1,3,1,"35",3,1,1,1,1,1,1,1,1,1,5,4, 4,1
31509,1,6,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 5,1
31510,2,3,2,"24",2,1,2,2,1,1,1,1,1,1,5,5, 3,1
31511,1,1,1,"46",4,2,7,2,1,2,2,2,2,2,5,1, 1,1
31512,2,5,2,"59",5,2,2,2,2,1,1,1,1,2,5,3, 4,3
31513,1,3,2,"47",4,2,2,2,1,7,1,1,1,1,5,4, 6,3
31514,1,7,1,"13",1,2,7,2,1,1,1,1,1,1,5,5, 6,1
31515,1,5,1,"59",5,1,1,2,1,1,1,1,1,1,5,5, 5,1
31516,1,3,1,"12",1,2,2,2,2,2,2,1,1,2,5,5, 3,2
31517,1,7,1,"10",1,2,1,2,1,1,1,7,1,1,5,4, 6,5
31518,2,7,1,"47",4,1,2,1,2,2,2,1,2,2,5,5, 5,1
31519,2,3,1,"24",2,2,3,2,1,1,1,1,1,1,5,4, 4,4
31520,1,5,2,"35",3,2,2,2,1,2,1,1,1,1,4,4, 6,2
31521,2,3,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 4,3
31522,2,7,2,"59",5,2,3,2,1,7,1,1,1,1,5,3, 6,3
31523,2,6,1,"24",2,1,2,2,2,7,1,2,2,2,5,4, 4,3
31524,2,3,1,"48",4,2,2,2,1,2,1,3,3,1,5,4, 5,3
31525,1,6,1,"59",5,1,2,2,1,1,1,1,1,1,5,4, 6,3
31526,2,4,1,"13",1,2,3,1,2,7,7,3,2,7,5,5, 5,3
31527,2,3,1,"35",3,1,1,2,1,1,1,1,1,2,5,4, 5,1
31528,1,3,1,"24",2,2,1,2,1,1,1,1,1,1,5,4, 5,1
31529,2,7,1,"35",3,2,2,2,1,7,1,1,1,2,5,3, 6,2
31530,2,4,2,"48",4,2,2,2,1,1,3,1,2,2,5,3, 4,2
31531,2,1,1,"59",5,1,1,1,2,7,2,3,2,1,5,3, 4,3
31532,1,5,1,"59",5,1,2,2,1,1,1,1,1,1,5,5, 5,1
31533,1,5,1,"24",2,1,1,2,1,1,1,1,1,1,5,5, 3,1
31534,1,2,1,"46",4,2,1,2,2,1,1,2,2,1,5,3, 6,3
31535,1,5,2,"24",2,2,2,2,1,1,1,1,1,1,5,5, 5,5
31536,2,6,1,"35",3,2,3,2,1,2,7,1,1,7,5,4, 6,3
31537,1,6,1,"59",5,1,7,2,1,2,1,7,7,7,3,4, 6,1
31538,7,5,1,"59",5,2,7,2,7,7,7,7,7,7,5,5, 6,4
31539,2,6,1,"24",2,2,4,2,1,1,1,1,1,1,7,3, 6,1
31540,1,7,3,"11",1,2,7,2,7,7,1,7,1,7,5,5, 6,7
31541,2,3,1,"35",3,1,1,2,1,1,1,1,1,1,1,2, 2,3
31542,1,7,2,"59",5,2,1,2,7,7,7,1,7,7,5,5, 6,5
31543,1,5,1,"12",1,2,1,1,1,2,1,1,1,1,5,5,97,1
31544,1,3,1,"46",4,1,2,2,1,1,1,1,1,1,5,4, 4,3
31545,2,5,1,"35",3,2,2,1,2,3,1,2,1,3,5,3, 5,2
31546,1,4,1,"13",1,2,2,2,1,1,1,1,1,1,4,4, 3,2
31547,2,7,3,"11",1,2,1,1,1,1,1,7,1,1,5,3, 6,1
31548,3,2,1,"59",5,2,4,2,3,1,3,7,3,3,5,3, 5,2
31549,1,2,2,"47",4,1,2,2,1,2,1,2,2,1,5,4, 4,2
31550,1,7,1,"10",1,2,2,2,1,1,1,1,1,1,5,5, 6,4
31551,2,4,1,"24",2,1,3,1,1,1,1,1,1,2,5,4, 3,2
31552,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 5,5
31553,2,4,1,"24",2,1,2,1,1,2,2,1,2,2,4,4, 3,1
31554,3,7,1,"12",1,2,3,2,1,1,2,7,7,2,5,5, 6,7
31555,1,4,1,"59",5,1,3,1,2,2,2,2,2,1,5,5, 4,3
31556,2,3,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 5,3
31557,1,3,1,"24",2,2,1,1,2,1,7,7,1,1,5,3, 4,2
31558,2,4,1,"59",5,1,2,2,1,1,1,2,1,3,5,3, 3,2
31559,1,4,1,"35",3,2,2,2,1,7,7,7,1,7,5,4, 3,2
31560,1,1,1,"12",1,1,1,2,1,1,1,1,1,1,5,4, 4,3
31561,2,6,1,"46",4,2,2,1,1,2,1,1,1,3,5,4, 6,3
31562,2,1,1,"35",3,1,2,2,2,2,1,2,1,2,5,3, 4,2
31563,3,5,1,"35",3,1,2,2,2,3,1,1,2,1,3,2, 1,2
31564,2,2,1,"35",3,2,2,1,2,2,2,3,2,7,5,1, 3,1
31565,2,3,1,"24",2,1,2,2,2,2,2,1,1,1,5,3, 2,1
31566,1,5,3,"11",1,2,2,2,1,7,7,7,7,7,5,5, 5,1
31567,3,2,1,"24",2,1,2,1,2,7,3,2,2,3,5,4, 5,4
31568,2,3,3,"11",1,1,1,2,2,1,1,2,2,2,4,3, 4,3
31569,2,5,2,"24",2,1,2,2,1,1,1,1,1,1,5,4, 4,1
31570,2,3,1,"59",5,2,3,1,3,7,1,2,2,1,5,3, 4,3
31571,2,6,1,"13",1,2,2,2,1,1,1,1,1,1,5,5, 6,3
31572,1,6,1,"59",5,1,3,1,1,1,1,1,1,1,5,4, 6,1
31573,1,6,2,"46",4,2,3,1,1,1,1,1,1,1,5,5, 6,2
31574,2,7,1,"35",3,1,2,1,1,7,1,1,1,7,5,4, 6,2
31575,1,5,1,"12",1,1,1,2,1,1,1,1,1,1,5,5, 5,4
31576,2,4,1,"48",4,2,2,2,1,1,1,1,1,1,5,3, 5,3
31577,2,7,1,"59",5,2,3,2,1,7,7,1,1,7,5,5, 5,3
31578,2,1,1,"59",5,2,2,2,2,1,1,1,1,1,5,3, 4,2
31579,1,7,1,"35",3,1,2,2,1,1,1,1,1,1,5,5, 6,7
31580,1,6,1,"24",2,1,2,2,1,1,7,1,1,7,5,4, 6,4
31581,3,1,2,"12",1,2,2,2,3,2,3,3,2,3,5,2, 3,1
31582,1,5,1,"35",3,2,7,2,1,7,7,1,1,7,5,3, 2,1
31583,1,5,1,"24",2,1,1,2,1,1,1,1,1,1,5,5, 5,5
31584,2,5,2,"46",4,1,2,2,1,1,7,2,1,1,4,3, 4,3
31585,1,2,1,"48",4,2,2,2,2,7,7,1,1,1,5,3, 3,2
31586,1,2,1,"35",3,1,2,2,1,1,1,2,1,1,5,2, 5,2
31587,4,7,1,"12",1,1,7,2,3,7,3,7,7,7,5,1, 6,2
31588,2,4,1,"35",3,2,2,2,1,7,1,1,2,1,5,4, 4,3
31589,1,4,2,"12",1,2,1,2,1,7,1,2,1,1,5,5, 4,3
31590,1,3,1,"35",3,1,2,2,1,1,1,1,1,1,5,4, 4,3
31591,2,1,1,"59",5,1,2,2,2,2,1,1,1,1,3,2, 3,1
31592,1,6,2,"46",4,1,2,2,2,7,7,2,1,7,5,2, 6,2
31593,1,5,1,"35",3,1,1,2,1,1,1,1,1,1,5,3, 6,3
31594,1,4,1,"35",3,1,1,2,2,1,1,2,1,1,5,5, 5,4
31595,2,5,1,"59",5,1,2,2,2,2,1,7,2,2,5,2, 6,3
31596,2,4,1,"24",2,1,7,2,1,1,1,1,1,1,5,5, 5,2
31597,2,1,1,"46",4,2,3,2,2,7,2,7,7,1,5,7, 5,2
31598,2,2,2,"48",4,1,2,2,3,7,7,2,1,1,5,7, 4,1
31599,2,7,2,"46",4,2,3,2,2,7,1,7,2,2,5,3, 6,1
31600,2,4,1,"10",1,2,2,2,2,2,1,1,1,1,5,4, 4,3
31601,1,1,1,"48",4,2,1,2,1,1,1,1,1,1,5,3, 5,2
31602,2,3,1,"24",2,1,3,2,3,1,2,7,1,1,5,4, 4,2
31603,2,5,2,"10",1,2,3,2,2,2,1,2,1,2,5,5, 5,3
31604,4,4,1,"35",3,2,4,1,3,3,1,1,3,2,3,3, 4,2
31605,2,1,1,"35",3,1,2,2,7,1,2,1,1,2,5,1, 3,2
31606,1,6,1,"13",1,2,2,2,1,1,1,1,1,1,5,4, 4,3
31607,2,2,1,"35",3,2,2,2,7,1,1,7,7,7,5,3, 6,2
31608,7,7,1,"35",3,2,3,2,2,7,1,7,7,7,5,5, 6,1
31609,1,2,1,"48",4,1,3,2,2,1,1,1,1,1,5,3, 3,1
31610,3,2,1,"35",3,1,4,2,2,3,2,2,2,2,5,4, 4,1
31611,1,5,2,"46",4,1,3,1,1,1,1,1,1,1,5,5, 5,3
31612,2,2,1,"59",5,1,2,2,1,1,1,1,1,1,5,5, 4,2
31613,1,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,1
31614,2,3,1,"59",5,1,2,1,1,2,2,1,1,1,5,4, 3,1
31615,1,1,1,"59",5,1,1,2,1,1,1,2,2,1,5,3, 4,1
31616,2,2,1,"35",3,1,2,2,1,7,1,7,1,1,4,3, 3,1
31617,1,4,1,"59",5,1,1,2,1,2,1,2,1,1,5,4, 5,3
31618,3,3,1,"59",5,1,4,2,3,3,3,3,2,2,5,3, 4,3
31619,2,6,1,"48",4,2,2,2,3,3,1,2,3,2,5,4, 6,3
31620,2,1,1,"35",3,1,2,2,2,2,2,2,2,2,5,4, 3,1
31621,2,4,1,"35",3,1,2,2,2,2,2,2,2,3,5,3, 5,3
31622,1,3,1,"59",5,1,1,2,1,1,7,1,1,1,5,4, 5,1
31623,2,3,1,"35",3,2,1,1,2,2,2,2,2,2,5,2, 4,1
31624,2,2,1,"59",5,1,2,2,2,3,1,1,2,1,5,4, 5,2
31625,2,3,1,"47",4,2,2,2,2,2,7,2,2,2,5,4, 4,2
31626,3,1,1,"35",3,1,2,2,2,1,2,2,2,1,5,3, 4,2
31627,1,1,1,"13",1,1,3,1,1,1,2,1,1,1,5,3, 4,3
31628,1,1,2,"47",4,1,1,2,1,1,2,2,1,1,5,5, 5,3
31629,3,3,1,"35",3,1,4,1,2,1,2,3,3,2,2,1, 1,1
31630,1,3,1,"35",3,1,1,1,1,1,1,1,1,2,5,4, 4,4
31631,1,6,1,"24",2,1,1,1,1,1,1,1,1,1,5,3, 6,2
31632,2,6,1,"35",3,2,2,1,7,7,1,2,7,1,5,5, 6,3
31633,2,1,1,"48",4,2,1,2,1,1,1,1,1,1,5,3, 3,1
31634,1,4,1,"48",4,2,2,1,1,1,1,1,1,1,5,4, 4,3
31635,2,3,1,"48",4,1,2,2,7,1,7,1,1,7,5,2, 1,2
31636,1,4,1,"13",1,2,1,2,1,1,1,1,1,1,5,4, 5,1
31637,2,6,2,"13",1,2,3,2,2,3,2,7,2,2,5,5, 6,3
31638,1,5,2,"13",1,2,2,2,2,1,1,1,1,1,5,5, 5,4
31639,1,5,1,"59",5,2,3,2,1,7,1,1,1,1,5,3, 5,3
31640,2,6,1,"46",4,1,2,2,1,2,1,1,1,1,5,3, 6,1
31641,1,1,1,"35",3,1,1,2,1,1,1,1,1,1,5,3, 3,2
31642,1,5,2,"13",1,2,2,2,1,2,1,1,1,1,5,5, 5,3
31643,1,5,2,"24",2,2,3,2,1,1,1,1,1,1,5,5, 5,3
31644,2,6,1,"24",2,1,2,2,1,7,1,1,1,1,4,3, 6,2
31645,2,6,1,"46",4,2,3,2,2,2,2,2,2,2,5,4, 6,7
31646,4,6,1,"12",1,1,4,2,1,1,1,1,1,1,5,5, 6,1
31647,1,5,1,"35",3,2,7,2,2,1,1,1,7,1,5,4, 4,2
31648,1,4,1,"35",3,1,1,2,2,2,2,2,2,2,5,5, 5,4
31649,2,3,1,"47",4,1,2,2,2,2,2,2,2,2,5,3, 4,1
31650,2,5,1,"59",5,2,2,2,1,1,1,7,2,1,4,4, 6,2
31651,2,6,1,"24",2,2,3,2,7,2,1,2,2,2,3,3, 6,1
31652,1,7,2,"35",3,1,2,2,2,7,7,7,1,2,5,5, 6,4
31653,1,5,1,"59",5,1,4,2,1,1,1,1,1,1,2,5, 6,1
31654,2,6,2,"10",1,2,2,2,1,1,1,1,1,2,5,4, 6,1
31655,1,1,1,"24",2,1,1,2,1,1,1,2,1,1,5,5, 3,3
31656,1,4,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 4,3
31657,2,1,1,"24",2,1,2,2,1,1,1,2,1,1,5,5, 5,3
31658,2,4,1,"46",4,2,4,2,3,3,2,2,3,2,5,5, 4,3
31659,1,5,1,"35",3,2,7,2,7,1,7,7,1,7,5,4, 6,2
31660,1,3,1,"35",3,1,1,2,1,1,1,2,2,1,5,3, 4,3
31661,2,1,1,"24",2,1,1,2,1,1,1,1,1,1,5,3, 5,1
31662,2,7,1,"10",1,1,2,2,1,1,1,1,1,1,4,3, 4,3
31663,2,1,1,"12",1,1,2,2,2,1,2,2,2,2,5,4, 5,2
31664,1,5,1,"35",3,1,1,1,1,1,1,1,1,2,5,3, 4,1
31665,2,1,1,"48",4,1,2,2,1,1,2,1,1,2,5,3, 4,3
31666,2,5,1,"24",2,1,2,2,1,1,2,1,1,1,3,4, 3,2
31667,2,4,1,"24",2,2,7,2,2,2,2,1,2,1,5,5, 5,1
31668,2,5,1,"24",2,2,2,2,1,1,2,1,2,2,5,4, 6,1
31669,3,5,1,"35",3,1,3,1,2,3,1,2,2,2,5,3, 3,2
31670,2,7,1,"59",5,2,2,2,2,1,2,2,1,2,5,5, 6,3
31671,1,4,2,"48",4,2,2,1,1,1,1,1,1,1,5,3, 5,2
31672,1,3,3,"11",1,2,1,2,1,1,1,1,1,1,5,5, 5,3
31673,1,4,1,"35",3,2,1,1,1,1,1,1,1,1,5,3, 6,1
31674,3,5,1,"24",2,2,2,2,3,3,7,3,7,3,5,3, 4,1
31675,1,7,3,"11",1,2,1,2,1,1,1,3,1,1,5,7, 6,1
31676,2,5,3,"11",1,2,3,1,2,2,2,3,2,3,5,5, 5,1
31677,1,2,1,"48",4,1,2,2,1,1,1,1,1,1,5,5, 5,3
31678,2,5,1,"12",1,2,2,2,2,2,2,2,2,2,5,5, 5,3
31679,2,5,1,"12",1,1,2,2,1,1,1,2,2,7,5,2, 6,2
31680,2,3,1,"35",3,2,2,2,1,1,7,1,1,7,5,3, 4,1
31681,2,6,1,"46",4,2,2,2,1,1,1,1,1,1,5,5, 6,1
31682,1,3,2,"46",4,1,3,1,1,1,2,2,1,1,5,5, 5,3
31683,1,4,1,"24",2,1,2,2,1,1,1,1,1,1,5,1, 1,1
31684,2,3,1,"13",1,2,2,2,2,2,1,1,2,1,5,4, 5,3
31685,1,7,1,"10",1,2,2,2,1,2,1,1,1,2,5,5, 6,3
31686,2,6,2,"46",4,1,7,1,1,1,1,1,1,1,5,4, 6,3
31687,2,5,1,"35",3,2,2,2,1,7,7,2,1,7,5,4, 5,3
31688,2,1,1,"46",4,2,2,2,2,2,1,2,1,1,5,4, 4,2
31689,2,6,1,"59",5,2,2,2,2,1,1,2,2,1,5,4, 6,2
31690,2,6,2,"12",1,2,3,1,2,1,1,1,1,2,4,3, 6,1
31691,1,5,2,"13",1,2,2,2,1,1,1,1,1,2,5,5, 5,3
31692,2,2,1,"35",3,1,2,1,2,2,2,2,2,2,5,4, 4,3
31693,1,3,1,"35",3,2,3,1,1,7,1,2,1,7,5,4, 4,3
31694,2,3,1,"24",2,2,2,1,1,1,1,1,1,2,5,3, 4,2
31695,1,2,1,"24",2,1,2,2,1,1,1,2,2,1,5,4, 4,2
31696,1,6,2,"46",4,1,2,2,1,1,1,1,1,1,5,5, 4,3
31697,2,4,1,"48",4,2,3,2,1,2,1,2,2,2,5,5, 5,1
31698,1,4,1,"59",5,2,1,2,1,1,1,1,1,1,5,2, 3,1
31699,2,7,2,"12",1,2,7,2,1,7,1,2,1,1,5,5, 6,1
31700,2,2,3,"11",1,2,1,2,2,1,3,2,2,2,5,4, 4,1
31701,2,3,1,"12",1,2,2,2,2,1,1,1,2,1,3,3, 3,1
31702,2,4,1,"59",5,2,2,2,2,7,2,2,2,1,3,1, 3,1
31703,2,2,1,"35",3,1,1,2,1,1,1,1,1,1,5,3, 5,2
31704,2,5,2,"12",1,1,2,2,1,1,1,1,1,1,5,5, 6,2
31705,2,4,1,"35",3,2,2,2,7,7,2,3,7,3,5,1, 3,1
31706,2,3,1,"24",2,1,3,2,1,1,2,1,1,2,5,3, 4,3
31707,1,6,1,"35",3,2,3,2,1,7,1,3,2,2,5,3, 6,1
31708,2,2,1,"46",4,2,3,1,2,3,2,2,2,2,5,3, 3,1
31709,1,1,1,"47",4,2,2,1,1,1,1,2,1,1,5,5, 5,1
31710,2,6,1,"35",3,1,3,2,2,7,1,2,2,2,5,5, 6,1
31711,1,4,1,"13",1,1,2,2,1,1,1,1,1,1,5,4, 4,3
31712,1,7,1,"24",2,2,1,2,1,1,1,1,1,7,5,5, 6,1
31713,2,4,2,"59",5,1,2,2,2,1,1,1,1,1,5,5, 3,1
31714,1,7,1,"24",2,1,1,2,1,1,1,1,1,1,5,5, 6,1
31715,3,7,1,"46",4,2,3,2,2,3,3,2,2,7,5,2, 6,1
31716,1,6,1,"35",3,1,2,2,1,7,1,1,1,1,1,5, 4,3
31717,2,3,1,"48",4,2,2,2,2,1,1,1,1,1,5,4, 4,1
31718,2,2,1,"35",3,2,2,1,2,2,2,7,7,7,5,3, 3,1
31719,2,2,1,"59",5,2,2,2,2,7,2,3,2,1,5,3, 4,2
31720,1,3,1,"47",4,2,2,2,1,1,1,2,2,2,5,4, 3,1
31721,1,2,1,"46",4,1,2,1,1,7,1,7,1,1,5,4, 2,4
31722,2,5,2,"59",5,2,2,2,2,2,1,7,3,1,5,5, 5,4
31723,1,6,2,"10",1,2,1,2,1,1,1,1,1,1,5,5, 6,5
31724,2,3,1,"35",3,2,2,2,1,1,1,1,1,1,5,2, 2,1
31725,1,4,1,"59",5,2,2,2,1,1,1,1,1,1,5,4, 5,3
31726,2,1,1,"59",5,2,2,2,1,2,2,2,1,2,5,3, 4,2
31727,1,1,1,"48",4,1,1,2,2,1,1,1,1,1,5,4, 4,3
31728,1,7,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 6,2
31729,3,4,2,"24",2,1,4,1,3,3,2,2,3,3,5,1, 5,7
31730,1,3,1,"59",5,2,1,2,1,1,1,2,1,1,5,4, 5,1
31731,1,7,1,"59",5,1,2,2,1,1,1,1,2,2,5,3, 6,4
31732,1,1,1,"48",4,1,1,2,1,1,1,1,1,1,5,3, 3,1
31733,1,5,1,"10",1,1,2,1,2,1,1,1,1,1,5,4, 3,2
31734,1,3,1,"12",1,2,3,2,1,1,1,1,1,1,5,3, 4,3
31735,2,5,2,"35",3,2,2,2,1,1,1,1,1,1,5,4, 6,5
31736,2,7,1,"46",4,1,2,2,1,2,1,1,1,1,5,5, 6,2
31737,1,7,1,"24",2,2,2,2,1,7,1,1,1,1,5,3, 6,2
31738,1,3,1,"10",1,2,3,1,1,1,1,1,1,2,5,4, 4,4
31739,2,1,2,"24",2,1,1,2,1,1,1,1,1,1,5,4, 5,1
31740,1,2,1,"59",5,1,2,2,1,1,1,1,1,1,5,4, 5,3
31741,1,5,1,"48",4,2,2,2,2,7,1,2,1,2,5,3, 6,2
31742,2,2,1,"46",4,2,7,2,1,1,1,1,1,1,7,1,97,1
31743,2,1,1,"35",3,2,7,2,1,1,1,7,1,1,5,4, 3,2
31744,1,6,1,"35",3,2,2,2,1,7,1,2,7,1,5,5, 6,1
31745,4,1,1,"59",5,1,4,2,3,2,3,3,3,1,5,4, 4,1
31746,2,5,1,"24",2,2,2,2,2,7,7,7,2,7,5,7, 5,7
31747,1,6,1,"13",1,2,1,2,1,1,1,1,1,1,5,5, 6,3
31748,3,5,1,"24",2,2,3,2,3,1,3,2,3,3,5,3, 3,1
31749,3,1,1,"24",2,1,4,1,3,2,2,2,2,2,5,3, 3,1
31750,2,7,1,"35",3,2,2,2,2,7,7,1,1,1,5,4, 6,2
31751,1,1,1,"48",4,2,1,2,1,1,1,2,2,1,5,4, 5,1
31752,2,5,1,"24",2,2,2,2,1,1,2,1,1,2,5,4, 5,2
31753,2,2,1,"24",2,2,7,2,1,1,1,7,1,1,5,5, 4,2
31754,1,2,1,"24",2,2,1,2,1,7,1,1,1,1,5,5, 5,4
31755,2,6,2,"35",3,2,2,2,2,1,1,1,1,1,5,5, 6,2
31756,2,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,3
31757,2,7,1,"12",1,2,2,2,2,1,1,1,7,2,5,5, 6,2
31758,1,1,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 5,2
31759,1,5,1,"47",4,1,3,2,2,3,1,1,1,1,5,4, 4,2
31760,1,3,1,"35",3,2,2,1,7,7,1,1,1,1,5,3, 5,3
31761,2,3,1,"10",1,1,4,1,1,1,1,1,3,1,2,8, 3,1
31762,1,2,1,"24",2,2,1,2,1,7,7,7,1,7,5,3, 3,2
31763,2,1,1,"46",4,1,3,2,1,2,1,1,1,1,5,4, 4,3
31764,1,5,1,"59",5,1,2,2,1,1,1,1,1,1,5,4, 4,2
31765,1,5,1,"47",4,1,2,2,2,7,1,1,1,1,4,4, 5,1
31766,1,1,1,"48",4,2,1,2,1,1,1,1,1,1,5,3, 4,2
31767,1,6,1,"35",3,2,2,2,1,1,1,1,1,7,5,4, 6,3
31768,1,7,1,"46",4,2,2,2,1,1,1,1,1,1,5,5, 6,3
31769,2,1,2,"12",1,2,2,1,1,1,1,2,1,1,5,5, 5,4
31770,2,1,1,"46",4,2,2,2,2,2,1,2,2,2,5,3, 3,3
31771,3,1,1,"35",3,1,2,2,2,7,3,3,2,3,5,3, 4,1
31772,1,2,2,"47",4,2,2,2,1,1,1,1,1,1,5,5, 6,2
31773,1,1,1,"35",3,1,2,2,1,1,2,2,1,1,5,4, 4,4
31774,1,2,1,"12",1,2,1,2,1,1,1,1,1,1,5,3, 4,3
31775,2,3,1,"35",3,1,2,1,2,1,2,2,2,2,5,3, 4,1
31776,3,2,2,"46",4,2,2,2,2,3,2,7,2,2,4,5, 3,2
31777,1,7,1,"35",3,1,1,1,1,7,1,1,1,1,5,5, 6,7
31778,2,4,1,"59",5,2,2,2,1,1,1,1,1,1,5,4, 4,3
31779,2,5,1,"59",5,1,3,1,1,2,1,1,1,1,5,4, 3,3
31780,4,2,1,"47",4,2,3,1,3,2,3,3,3,3,2,5, 3,2
31781,1,7,1,"35",3,2,7,2,1,1,1,1,1,1,5,5, 6,4
31782,1,5,1,"10",1,1,1,2,1,7,1,1,1,1,5,3, 4,1
31783,2,2,1,"24",2,2,2,1,1,2,2,2,1,2,5,3, 5,2
31784,2,2,1,"35",3,1,2,2,1,1,1,1,1,1,5,4, 3,2
31785,2,2,1,"24",2,1,3,1,2,2,2,2,2,2,5,4, 3,2
31786,2,1,1,"10",1,1,2,2,2,2,2,2,2,2,5,4, 4,3
31787,1,7,2,"35",3,2,2,1,2,2,1,1,2,1,5,5, 6,1
31788,1,4,1,"35",3,2,1,2,1,1,1,1,1,1,5,3, 3,1
31789,2,2,1,"35",3,1,2,2,1,7,2,2,1,1,5,4, 4,4
31790,1,6,1,"47",4,2,2,2,1,1,1,1,1,1,3,1, 6,2
31791,1,7,1,"24",2,1,7,2,1,1,1,1,1,1,5,5, 6,4
31792,2,1,1,"47",4,1,2,2,2,2,2,1,2,2,5,4, 4,2
31793,1,4,1,"59",5,2,4,1,1,2,2,1,1,1,4,4, 4,1
31794,1,7,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 6,3
31795,1,1,1,"35",3,2,1,2,1,1,1,1,1,1,5,3, 3,1
31796,2,2,1,"13",1,1,3,1,1,1,3,1,2,2,5,2, 4,2
31797,2,1,1,"46",4,1,2,1,1,3,3,3,2,2,5,4, 5,3
31798,1,7,1,"35",3,1,1,2,1,1,1,1,1,1,5,3, 6,2
31799,2,3,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 5,3
31800,2,5,1,"35",3,2,3,1,3,1,1,1,1,3,5,5, 5,1
31801,2,5,1,"24",2,2,3,2,1,1,1,1,7,1,4,3, 6,1
31802,2,3,1,"24",2,1,2,2,1,1,1,1,1,1,5,4, 4,4
31803,1,3,1,"59",5,2,2,2,1,7,7,1,1,1,5,4, 4,2
31804,2,3,1,"12",1,2,2,2,2,7,3,3,2,2,4,3, 3,2
31805,1,7,1,"46",4,1,7,2,1,7,1,7,1,1,5,5, 6,7
31806,4,1,1,"24",2,1,4,2,3,3,3,1,3,3,3,3, 3,1
31807,7,4,1,"35",3,2,7,2,1,7,1,7,1,7,5,3, 4,7
31808,2,4,1,"13",1,2,3,1,2,1,3,3,3,2,3,2, 4,1
31809,1,5,2,"12",1,1,2,2,1,1,1,1,1,1,5,4, 6,1
31810,3,4,1,"59",5,1,4,1,1,1,1,7,1,8,5,5, 4,1
31811,2,3,1,"24",2,2,3,2,1,1,1,1,1,1,5,3, 3,3
31812,2,6,2,"46",4,1,2,2,1,1,1,1,1,1,5,4, 6,3
31813,1,6,1,"48",4,2,2,2,1,1,1,1,1,1,5,4, 6,3
