CASEID,cip_10,agegr10,luc_rst,prv,region,sex,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25
 9470,1,5,2,"10",1,2,1,2,2,2,1,1,1,1,5,5, 6,4
 9471,2,4,1,"24",2,1,3,2,1,1,1,1,1,1,5,5, 5,3
 9472,2,5,1,"10",1,1,3,2,1,2,1,2,1,7,5,4, 2,1
 9473,2,4,1,"24",2,2,3,2,2,7,1,1,2,2,5,3, 4,3
 9474,1,3,1,"13",1,2,2,2,1,1,1,1,1,1,5,5, 5,1
 9475,2,4,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 4,3
 9476,2,7,2,"10",1,1,2,2,1,1,2,2,1,2,5,5, 5,3
 9477,1,3,1,"59",5,2,1,2,1,1,1,1,1,1,5,4, 5,3
 9478,1,2,1,"12",1,1,2,2,1,1,1,1,1,1,5,5, 4,1
 9479,1,3,1,"35",3,2,3,1,1,1,1,1,1,1,3,4, 3,1
 9480,1,4,1,"12",1,2,3,2,1,1,1,1,1,1,5,5, 6,3
 9481,2,3,2,"13",1,2,2,2,1,2,1,1,1,1,5,5, 4,1
 9482,1,2,1,"13",1,1,2,2,1,7,1,1,1,2,5,3, 3,2
 9483,1,2,1,"35",3,2,2,1,1,1,1,1,1,1,5,1, 5,1
 9484,2,2,2,"46",4,1,2,1,1,2,2,1,1,1,5,4, 4,3
 9485,3,4,2,"59",5,1,3,2,3,7,3,3,2,3,5,5, 2,2
 9486,1,7,1,"59",5,1,1,2,1,7,1,1,1,1,5,4, 6,4
 9487,2,5,1,"24",2,1,2,2,1,1,1,1,1,1,5,5, 6,3
 9488,2,4,1,"59",5,2,3,2,2,2,2,2,2,2,5,4, 4,3
 9489,1,4,1,"24",2,1,2,2,1,1,1,1,1,1,5,3,98,3
 9490,2,2,1,"24",2,1,2,2,1,1,2,1,1,2,5,4, 4,3
 9491,1,6,1,"35",3,2,7,2,1,1,7,1,1,1,5,5, 6,3
 9492,2,6,1,"59",5,2,4,2,2,7,1,2,2,2,5,4, 4,4
 9493,2,6,2,"12",1,1,2,2,1,3,1,1,1,1,5,5, 5,3
 9494,1,2,2,"46",4,2,2,2,1,2,1,1,1,1,5,4, 5,1
 9495,3,3,1,"48",4,1,2,1,2,7,7,1,2,2,5,3, 4,1
 9496,1,6,1,"35",3,2,3,1,1,7,7,7,1,7,5,5, 3,3
 9497,1,5,1,"35",3,2,2,2,1,7,1,1,1,1,5,3, 3,2
 9498,1,3,1,"35",3,2,2,2,1,7,7,1,2,1,5,4, 3,3
 9499,1,3,1,"35",3,1,2,2,1,1,7,7,1,1,5,4, 4,3
 9500,1,5,2,"35",3,1,3,2,2,2,2,2,2,2,5,3, 5,2
 9501,1,4,1,"48",4,1,2,1,1,1,1,2,1,1,5,4, 5,3
 9502,1,6,1,"35",3,2,7,2,1,1,1,1,1,1,5,5, 5,7
 9503,1,3,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 4,3
 9504,1,6,1,"24",2,2,1,2,1,1,1,1,1,1,5,5, 6,1
 9505,3,2,1,"35",3,1,2,2,2,7,2,2,2,2,5,4, 4,4
 9506,3,4,2,"10",1,1,3,1,3,3,3,3,1,1,5,5, 5,3
 9507,3,5,1,"35",3,1,3,1,2,2,1,3,1,3,5,4, 3,4
 9508,2,5,1,"24",2,2,2,2,1,2,2,2,2,1,5,4, 6,3
 9509,2,4,2,"24",2,2,2,2,2,1,2,2,2,1,5,3, 5,1
 9510,2,2,1,"12",1,1,2,2,2,3,3,3,1,1,5,1, 5,3
 9511,1,7,1,"24",2,1,2,2,1,1,1,1,1,1,5,4, 6,3
 9512,2,5,1,"35",3,2,2,2,1,1,1,1,1,2,5,1, 5,1
 9513,1,1,1,"24",2,1,1,2,1,2,1,1,1,1,5,4, 4,2
 9514,2,3,1,"12",1,1,2,2,2,2,2,2,2,2,5,5, 3,1
 9515,2,7,1,"24",2,2,3,2,1,7,7,1,1,1,5,5, 6,4
 9516,1,6,2,"10",1,2,2,2,1,7,1,1,1,1,5,5, 6,1
 9517,7,6,1,"35",3,2,7,2,1,1,1,1,1,1,4,4, 6,2
 9518,1,6,1,"59",5,1,2,2,1,1,1,1,1,1,5,5, 6,3
 9519,2,5,1,"59",5,2,2,1,2,3,1,1,1,1,5,3, 4,1
 9520,2,2,1,"59",5,2,2,2,2,2,1,3,2,1,5,4, 5,1
 9521,1,4,1,"35",3,1,1,2,1,7,1,1,1,1,5,1, 3,1
 9522,1,5,1,"10",1,1,2,2,2,2,1,1,1,1,5,4, 4,3
 9523,1,4,1,"24",2,2,2,2,2,2,1,1,1,1,5,4, 6,2
 9524,1,4,2,"12",1,1,2,2,1,1,1,1,1,1,5,4, 4,2
 9525,2,5,1,"35",3,2,3,1,1,1,1,1,2,1,5,4, 5,2
 9526,1,5,1,"10",1,2,1,2,1,1,1,1,1,1,5,5, 5,4
 9527,2,2,1,"35",3,1,2,2,1,8,1,1,1,1,5,2, 3,1
 9528,2,2,1,"35",3,2,2,1,1,2,2,7,2,1,4,5, 5,4
 9529,2,5,2,"48",4,2,4,1,3,3,2,3,2,2,5,4, 5,3
 9530,2,5,1,"35",3,2,3,1,2,1,2,1,2,2,5,4, 4,3
 9531,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 5,3
 9532,1,4,1,"48",4,1,2,2,1,1,1,1,1,1,5,5, 5,3
 9533,1,5,1,"48",4,1,3,2,2,7,2,7,2,2,5,4, 4,2
 9534,1,4,1,"12",1,1,2,1,1,1,1,1,1,1,5,3, 5,3
 9535,2,6,1,"12",1,1,2,2,1,1,1,1,1,1,5,5, 6,4
 9536,2,1,1,"47",4,2,1,2,2,2,2,1,3,2,5,2, 3,1
 9537,2,2,1,"35",3,2,2,2,1,7,1,1,1,7,5,3, 4,1
 9538,1,7,1,"46",4,2,1,1,1,7,1,1,1,7,5,4, 6,3
 9539,1,6,1,"24",2,1,2,2,1,1,1,1,1,1,5,4, 6,2
 9540,1,1,1,"35",3,1,3,1,1,1,3,2,2,2,5,3, 3,2
 9541,2,7,1,"47",4,1,2,2,2,2,2,1,1,2,5,3, 6,3
 9542,2,4,1,"35",3,1,1,2,1,1,1,2,2,2,5,3, 6,3
 9543,2,6,1,"24",2,1,2,1,1,1,7,1,7,1,4,3, 6,3
 9544,1,1,1,"46",4,1,2,2,1,1,1,1,1,1,5,4, 5,3
 9545,2,5,1,"35",3,1,3,1,1,1,1,1,1,1,5,5, 5,3
 9546,2,5,1,"59",5,1,2,2,1,1,1,1,1,1,5,4, 4,1
 9547,3,4,2,"10",1,1,3,1,1,2,1,2,1,2,3,2, 2,2
 9548,2,4,1,"13",1,2,2,2,2,2,1,3,2,2,5,1, 4,1
 9549,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 4,1
 9550,3,4,1,"12",1,1,2,1,2,3,2,2,2,3,5,4, 3,2
 9551,1,7,2,"46",4,2,2,2,1,1,1,1,1,1,5,7, 6,4
 9552,1,4,1,"24",2,2,3,1,7,1,1,1,1,1,2,2, 4,2
 9553,4,7,1,"46",4,2,7,1,3,3,7,3,3,3,5,3, 6,1
 9554,1,1,1,"24",2,1,1,2,1,1,1,1,1,1,5,4, 4,2
 9555,3,3,2,"13",1,2,3,1,2,1,1,2,2,2,5,4, 3,1
 9556,2,3,1,"59",5,1,2,2,2,1,1,2,2,2,5,3, 4,3
 9557,2,3,1,"12",1,1,3,1,2,1,2,2,2,2,5,2, 2,1
 9558,1,6,1,"24",2,1,2,2,1,2,2,1,1,1,4,4, 6,2
 9559,1,7,2,"48",4,1,3,2,1,1,1,1,2,1,5,4, 6,7
 9560,2,1,1,"24",2,2,2,2,2,1,1,2,2,1,5,3, 5,3
 9561,2,5,1,"48",4,2,3,1,1,1,1,2,1,2,5,4, 3,2
 9562,2,2,1,"35",3,1,2,2,1,7,1,1,1,7,5,3, 4,1
 9563,1,2,1,"48",4,2,1,2,1,1,1,1,1,1,5,3, 4,2
 9564,2,5,2,"24",2,1,2,1,1,1,1,1,1,1,5,5, 2,1
 9565,1,7,1,"12",1,2,2,1,1,1,1,1,1,2,5,5, 6,3
 9566,1,3,1,"59",5,1,2,2,1,1,1,7,1,1,5,4, 4,3
 9567,1,3,1,"24",2,1,3,2,1,7,1,1,1,1,8,4, 3,1
 9568,1,2,1,"59",5,1,2,1,1,1,2,1,2,3,5,1, 4,1
 9569,1,1,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 5,2
 9570,2,4,1,"47",4,1,3,2,3,1,1,3,3,1,5,4, 3,2
 9571,1,3,1,"12",1,1,2,2,2,2,1,1,1,1,5,4, 4,3
 9572,2,6,1,"24",2,2,2,1,1,7,2,1,2,7,5,3, 6,4
 9573,2,6,1,"12",1,1,3,2,2,2,1,1,1,1,5,3, 3,1
 9574,1,6,3,"11",1,1,2,2,1,1,1,1,1,1,5,5, 6,4
 9575,2,7,1,"59",5,1,2,2,2,2,2,2,2,2,5,3, 6,3
 9576,3,3,1,"48",4,1,3,1,2,7,2,2,2,2,5,3, 3,1
 9577,2,3,1,"46",4,1,7,1,7,1,1,7,7,1,5,5, 5,3
 9578,2,1,2,"10",1,1,2,2,2,2,1,1,1,1,5,4, 4,3
 9579,2,4,1,"35",3,2,2,1,2,2,2,2,2,2,5,3, 5,1
 9580,2,4,1,"13",1,1,2,2,2,2,1,2,2,2,5,4, 3,2
 9581,3,3,1,"46",4,2,4,1,2,7,2,2,2,7,5,3, 3,1
 9582,1,3,1,"35",3,1,2,2,1,1,1,1,1,1,4,4, 4,2
 9583,1,2,1,"59",5,1,1,1,1,1,1,1,1,1,5,4, 4,4
 9584,2,2,1,"24",2,2,2,1,2,7,7,7,1,1,5,2, 4,1
 9585,1,2,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 6,3
 9586,1,3,1,"48",4,2,2,2,1,1,1,2,1,1,5,4, 6,3
 9587,1,4,1,"24",2,2,4,2,1,1,1,2,1,1,5,4, 2,1
 9588,1,6,1,"59",5,1,2,2,1,1,1,1,1,1,5,3, 6,3
 9589,2,4,1,"12",1,2,2,2,2,2,2,3,2,2,5,3, 5,1
 9590,1,1,1,"46",4,1,1,2,1,1,2,1,1,1,5,3, 3,1
 9591,2,1,1,"59",5,1,2,2,1,7,2,2,7,2,5,4, 4,3
 9592,1,4,2,"35",3,1,3,1,1,1,1,2,1,1,5,4, 5,3
 9593,1,5,1,"46",4,2,2,2,1,2,1,1,2,1,5,4, 5,2
 9594,1,3,1,"12",1,2,2,1,1,1,1,1,1,1,5,3, 4,2
 9595,1,6,1,"47",4,2,2,2,1,1,1,1,1,2,5,2, 6,2
 9596,1,6,1,"48",4,1,2,2,1,1,1,2,2,2,5,4, 6,2
 9597,1,7,1,"12",1,2,3,2,1,1,1,1,1,1,5,3, 6,1
 9598,2,1,1,"12",1,2,2,2,1,7,2,2,1,1,5,4, 3,1
 9599,2,7,1,"24",2,2,4,1,3,1,2,3,2,3,3,4, 6,1
 9600,1,3,1,"12",1,2,2,2,1,1,1,2,1,1,5,4, 4,3
 9601,1,7,1,"24",2,1,2,2,1,1,1,7,1,1,5,3, 6,7
 9602,1,7,1,"13",1,2,1,2,1,1,1,1,1,1,5,5, 6,5
 9603,1,4,3,"11",1,1,2,2,2,2,1,2,2,2,5,4, 4,4
 9604,1,4,1,"12",1,2,1,2,1,1,1,2,1,1,5,4, 5,3
 9605,2,5,3,"11",1,2,3,1,1,7,1,1,1,1,5,2, 4,1
 9606,2,7,3,"11",1,2,2,1,1,1,1,7,1,1,5,5, 6,2
 9607,2,5,1,"47",4,2,2,2,1,7,7,2,1,7,4,3, 4,2
 9608,1,1,1,"48",4,2,1,2,1,1,1,1,1,1,5,2, 3,1
 9609,2,7,1,"24",2,1,2,2,1,1,1,1,1,2,5,4, 6,3
 9610,1,7,1,"35",3,1,7,2,1,1,1,7,1,1,5,5, 6,7
 9611,1,4,1,"35",3,1,1,2,1,8,1,2,2,1,5,5, 5,4
 9612,1,7,1,"24",2,2,2,2,1,1,1,2,1,1,5,5, 6,3
 9613,2,7,1,"12",1,2,3,2,1,1,2,2,2,2,5,5, 6,4
 9614,2,2,2,"24",2,2,2,2,1,1,1,2,1,1,5,4, 3,1
 9615,1,4,1,"24",2,1,2,2,1,1,1,1,1,1,5,5, 3,1
 9616,2,7,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,1
 9617,1,2,1,"35",3,1,2,2,2,1,1,1,1,2,5,5, 4,3
 9618,2,1,1,"12",1,1,2,2,1,1,2,2,1,2,5,3, 3,2
 9619,2,5,1,"12",1,2,3,2,1,1,1,1,1,1,5,5, 4,2
 9620,1,3,2,"13",1,2,2,2,1,1,1,1,1,1,5,4, 6,2
 9621,1,3,1,"47",4,1,3,2,1,2,1,2,1,1,5,2, 2,2
 9622,3,3,2,"24",2,1,3,2,2,2,2,2,2,3,5,3, 4,2
 9623,2,5,1,"59",5,2,2,1,2,2,2,1,2,2,5,4, 4,3
 9624,1,5,1,"35",3,1,8,2,1,7,1,2,1,1,5,5, 6,1
 9625,2,5,1,"10",1,1,3,2,7,7,7,2,3,7,5,5, 6,4
 9626,2,4,1,"35",3,2,2,2,1,1,1,1,1,2,5,4, 3,1
 9627,2,1,1,"46",4,2,2,2,2,2,2,2,2,2,5,3, 4,2
 9628,1,5,1,"47",4,1,3,1,3,2,1,1,3,2,5,2, 3,1
 9629,2,5,1,"24",2,1,7,2,1,7,1,7,1,7,5,3, 3,1
 9630,2,2,1,"24",2,1,2,2,2,2,2,3,2,3,5,3, 3,3
 9631,3,5,1,"35",3,2,2,2,2,3,1,3,3,3,5,3, 6,1
 9632,3,4,1,"24",2,1,3,2,7,1,3,3,2,3,5,4, 4,4
 9633,1,2,1,"46",4,2,1,2,1,2,1,1,1,2,4,3, 5,1
 9634,3,3,1,"24",2,2,4,1,3,7,7,7,3,7,5,4, 1,1
 9635,1,7,2,"12",1,1,2,2,1,7,1,1,1,2,5,3, 6,2
 9636,2,6,1,"35",3,2,2,2,2,2,7,7,7,1,5,5, 6,1
 9637,1,3,1,"35",3,1,2,1,1,1,1,1,1,1,5,5, 5,4
 9638,2,4,1,"24",2,2,2,2,2,7,1,2,1,1,5,5, 5,4
 9639,3,2,1,"24",2,1,4,2,2,2,2,2,2,2,5,3, 3,1
 9640,2,3,1,"46",4,2,2,1,1,1,1,2,1,1,5,4, 4,1
 9641,1,5,2,"13",1,2,2,2,1,7,1,1,1,1,5,5, 6,2
 9642,2,7,1,"24",2,2,3,2,2,1,7,7,1,1,7,5, 6,7
 9643,2,1,1,"35",3,2,2,2,1,1,1,7,1,1,4,3, 3,3
 9644,1,7,1,"59",5,2,2,2,1,1,1,1,1,1,5,5, 6,5
 9645,1,4,1,"59",5,2,2,2,1,1,1,1,1,1,5,4, 5,2
 9646,1,1,1,"35",3,2,2,2,2,1,1,2,2,1,5,5, 4,2
 9647,1,6,1,"12",1,2,2,2,1,7,1,1,1,7,5,5, 6,4
 9648,3,3,1,"59",5,1,3,2,2,1,2,2,2,2,5,3, 3,7
 9649,2,2,1,"35",3,2,2,2,2,2,2,2,2,1,5,5, 5,2
 9650,2,7,2,"24",2,2,3,2,1,1,7,7,1,1,5,5, 6,1
 9651,2,3,1,"24",2,1,2,2,1,1,1,1,1,1,5,3, 4,2
 9652,2,3,1,"12",1,2,2,2,1,1,1,2,1,1,5,3, 5,1
 9653,2,5,1,"24",2,1,2,2,1,1,7,2,1,1,4,4, 2,2
 9654,2,2,1,"46",4,2,3,2,2,3,2,2,2,2,5,3, 4,2
 9655,1,3,1,"48",4,2,2,2,1,1,1,1,1,1,5,4, 6,3
 9656,1,5,1,"13",1,2,3,2,1,1,1,1,1,1,5,4, 6,4
 9657,1,1,1,"10",1,1,2,2,1,1,1,1,1,1,5,5, 4,3
 9658,1,4,1,"59",5,1,1,2,1,7,1,1,1,1,5,4, 5,4
 9659,2,4,1,"10",1,1,3,2,2,2,1,2,2,1,5,3, 3,1
 9660,2,2,1,"59",5,1,2,2,1,1,1,1,1,1,5,3, 5,3
 9661,1,3,1,"35",3,2,2,2,1,7,1,1,1,1,5,3, 4,3
 9662,2,1,1,"48",4,2,2,2,7,2,7,7,2,2,5,4, 5,3
 9663,1,2,1,"48",4,1,2,2,2,1,2,2,1,1,5,4, 4,3
 9664,1,4,1,"59",5,1,8,2,1,1,1,1,1,1,5,4, 5,3
 9665,2,6,1,"48",4,1,1,1,2,7,3,2,1,7,5,2, 6,2
 9666,1,5,1,"48",4,1,3,2,1,2,1,1,1,2,5,4, 4,3
 9667,1,2,1,"59",5,1,1,2,2,1,1,2,1,1,5,2, 3,1
 9668,1,3,1,"24",2,1,2,2,1,1,2,3,1,1,5,3, 4,1
 9669,2,2,2,"24",2,1,2,2,2,1,1,2,2,1,5,4, 4,1
 9670,1,2,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 6,4
 9671,2,7,2,"12",1,2,7,2,1,7,1,7,1,1,5,5, 6,7
 9672,2,6,2,"12",1,1,2,2,2,2,2,2,1,2,5,4, 6,3
 9673,2,1,1,"35",3,2,2,2,1,1,1,1,1,1,5,4, 2,1
 9674,1,5,2,"46",4,1,2,2,1,1,1,7,1,1,5,5, 6,4
 9675,1,3,1,"59",5,1,3,2,2,7,1,3,2,1,5,4, 5,3
 9676,2,2,1,"47",4,2,2,2,1,1,1,1,1,1,5,4, 4,2
 9677,1,4,1,"35",3,1,2,2,1,3,1,1,2,1,5,4, 4,3
 9678,1,7,1,"35",3,1,7,2,1,1,1,1,1,1,5,5, 6,7
 9679,2,3,1,"35",3,2,2,2,2,2,1,2,2,2,5,4, 6,1
 9680,2,6,1,"35",3,1,1,2,1,7,7,2,1,1,5,4, 6,4
 9681,1,3,1,"12",1,1,2,2,1,1,1,2,1,1,5,3, 5,1
 9682,1,5,2,"35",3,1,2,1,1,1,2,2,1,1,5,5, 5,4
 9683,1,6,2,"24",2,2,1,2,1,1,1,1,1,1,5,5, 6,1
 9684,2,3,1,"47",4,2,2,2,1,7,2,2,2,7,5,4, 5,3
 9685,2,6,1,"35",3,2,2,1,1,7,1,7,1,1,4,4, 6,1
 9686,1,7,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 6,3
 9687,2,7,1,"59",5,1,3,2,2,2,2,7,1,2,5,5, 6,2
 9688,2,1,1,"35",3,1,2,2,1,1,1,1,1,1,5,4, 4,3
 9689,1,5,1,"12",1,2,2,1,1,1,1,1,1,1,5,7, 6,3
 9690,1,7,2,"24",2,2,2,2,1,1,1,1,1,1,5,3, 6,3
 9691,2,5,1,"47",4,1,2,2,1,1,1,1,1,1,5,4, 4,2
 9692,1,5,1,"35",3,1,2,1,1,1,1,2,1,1,5,4, 4,1
 9693,1,5,1,"47",4,1,3,2,1,1,1,1,1,1,5,4, 6,3
 9694,2,1,1,"46",4,2,2,2,2,1,2,3,1,1,5,4, 4,3
 9695,3,2,1,"47",4,2,3,1,3,2,2,2,1,1,5,3, 3,1
 9696,1,6,2,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,4
 9697,2,6,2,"24",2,1,4,2,2,1,1,2,7,7,5,4, 6,3
 9698,2,4,1,"24",2,2,2,1,1,1,1,1,1,1,5,4, 6,3
 9699,1,5,2,"35",3,1,2,2,1,1,1,1,1,1,5,5, 3,3
 9700,1,6,2,"12",1,1,2,2,1,1,1,1,1,1,5,4, 6,2
 9701,1,5,1,"35",3,1,4,2,1,1,1,1,1,2,5,4, 6,4
 9702,2,6,2,"35",3,1,1,1,1,1,1,1,1,1,5,4, 6,3
 9703,2,4,1,"46",4,2,7,2,1,1,1,7,1,1,4,3, 3,2
 9704,2,3,1,"24",2,1,3,1,1,1,1,1,1,1,5,3, 4,3
 9705,1,7,2,"46",4,2,7,2,1,1,1,1,1,1,4,4, 6,7
 9706,1,1,1,"48",4,2,1,2,1,1,1,1,1,1,4,1, 1,1
 9707,2,3,1,"10",1,2,3,2,2,2,1,1,1,2,5,4, 4,3
 9708,1,6,1,"46",4,2,2,2,1,7,7,1,1,1,5,4, 6,1
 9709,2,3,1,"47",4,2,2,2,2,7,1,7,1,3,5,1, 5,3
 9710,4,5,1,"12",1,2,3,2,3,3,3,3,3,7,5,3, 5,1
 9711,1,5,1,"35",3,2,2,2,1,1,7,1,1,1,5,4, 5,3
 9712,1,1,1,"48",4,2,1,1,1,1,2,1,1,1,5,4, 4,3
 9713,2,3,1,"24",2,2,3,2,7,7,7,7,1,7,5,3, 4,3
 9714,1,5,3,"11",1,2,2,2,1,1,1,1,1,1,5,4,97,2
 9715,3,7,1,"35",3,2,4,2,3,7,1,1,7,2,5,1, 6,1
 9716,1,6,3,"11",1,2,2,2,1,1,1,1,1,1,5,4, 5,7
 9717,1,7,2,"10",1,1,3,2,1,1,1,1,1,1,5,4, 6,2
 9718,2,4,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 3,3
 9719,2,6,1,"35",3,1,2,2,2,7,7,7,7,7,5,3, 6,2
 9720,1,5,1,"12",1,2,2,2,1,2,1,1,1,1,5,3, 5,1
 9721,1,2,2,"24",2,2,2,2,1,2,1,2,2,1,5,3, 5,2
 9722,2,3,1,"35",3,2,7,2,7,1,7,1,1,7,5,4, 4,3
 9723,1,5,1,"12",1,2,2,2,1,1,1,1,1,2,5,5, 4,2
 9724,2,5,2,"24",2,2,3,1,1,1,1,1,1,1,2,4, 6,4
 9725,2,5,1,"13",1,1,1,1,1,1,1,7,1,1,4,4, 6,2
 9726,2,3,1,"35",3,2,2,1,1,1,1,1,1,1,5,5, 1,1
 9727,2,1,1,"35",3,2,2,2,3,2,2,3,3,3,5,3, 4,1
 9728,1,6,1,"24",2,1,4,2,1,1,1,2,1,1,5,4, 6,3
 9729,2,4,1,"10",1,1,2,2,1,2,2,2,2,2,5,4, 3,3
 9730,3,4,1,"35",3,2,3,2,7,7,3,7,7,3,3,4, 4,3
 9731,3,3,1,"48",4,1,3,1,2,2,3,2,2,3,5,4, 4,3
 9732,1,1,2,"24",2,1,1,2,1,1,1,1,1,1,5,5, 5,1
 9733,2,5,2,"12",1,2,2,2,1,1,1,2,2,1,4,3, 6,2
 9734,1,4,2,"47",4,2,1,2,2,1,1,1,1,1,5,5, 5,4
 9735,1,6,1,"12",1,2,2,2,1,1,1,1,1,1,5,5, 6,7
 9736,1,4,2,"24",2,1,2,2,1,1,1,1,1,1,5,1, 3,1
 9737,2,3,1,"59",5,1,4,2,2,2,2,2,2,2,5,4, 4,3
 9738,2,1,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 5,4
 9739,2,2,2,"59",5,2,2,2,1,2,2,2,2,2,4,2, 2,1
 9740,2,6,1,"24",2,2,3,2,7,7,7,7,1,7,5,5, 6,1
 9741,2,2,1,"24",2,1,3,1,1,7,7,1,1,1,5,2, 4,1
 9742,2,3,1,"24",2,2,7,2,7,7,7,7,7,7,4,2, 3,3
 9743,1,6,1,"12",1,1,2,2,1,1,1,1,1,1,5,5, 6,7
 9744,3,1,1,"46",4,1,2,2,1,2,2,1,1,2,5,3, 4,2
 9745,1,7,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 6,1
 9746,2,5,1,"59",5,1,8,1,8,8,1,8,2,8,5,5, 4,8
 9747,2,2,1,"12",1,2,2,2,2,2,1,1,1,1,5,4, 4,1
 9748,2,1,1,"35",3,2,2,2,2,7,1,3,3,1,4,2, 2,2
 9749,1,5,1,"12",1,1,2,1,2,1,7,7,1,2,5,3, 6,3
 9750,2,7,2,"46",4,2,2,2,2,7,1,1,7,7,5,5, 6,1
 9751,1,3,1,"59",5,1,7,2,7,7,1,1,1,1,5,4, 3,7
 9752,2,4,1,"59",5,1,2,2,2,1,1,1,2,2,5,3, 4,3
 9753,2,6,2,"46",4,2,3,2,2,7,7,2,7,7,5,5, 6,1
 9754,2,6,1,"13",1,2,7,2,1,7,1,1,1,1,5,7, 6,2
 9755,1,5,2,"12",1,2,2,2,1,1,1,7,1,1,5,4, 4,3
 9756,1,4,1,"59",5,2,1,2,2,2,2,2,1,1,5,4, 5,4
 9757,2,3,1,"24",2,2,7,2,1,1,1,2,1,1,5,2, 5,1
 9758,2,1,1,"48",4,1,2,2,2,2,1,2,2,2,5,4, 4,3
 9759,2,5,1,"48",4,2,4,2,1,2,2,2,1,1,5,4, 2,2
 9760,2,4,1,"47",4,2,3,2,1,1,1,2,2,7,5,4, 4,3
 9761,2,1,1,"48",4,2,2,2,1,3,2,1,1,1,5,2, 4,1
 9762,3,6,1,"24",2,2,3,1,2,1,1,2,2,2,5,5, 6,3
 9763,1,5,1,"48",4,1,2,1,1,1,1,2,1,1,5,4, 4,3
 9764,7,5,1,"35",3,2,1,2,7,7,7,7,2,7,4,3, 6,2
 9765,1,4,2,"12",1,2,2,1,1,1,1,1,2,1,5,5, 4,3
 9766,2,7,1,"24",2,2,4,2,1,7,7,7,7,1,5,7, 6,1
 9767,2,1,1,"35",3,2,2,2,2,2,1,2,2,2,5,4, 4,3
 9768,2,6,1,"24",2,2,1,2,1,2,1,1,2,2,5,5, 6,3
 9769,1,1,3,"11",1,1,1,2,2,1,1,1,1,1,5,4, 4,2
 9770,1,3,1,"35",3,1,2,2,1,2,1,2,1,1,5,4, 4,2
 9771,2,5,1,"24",2,1,2,1,7,2,7,7,7,7,5,4, 6,7
 9772,2,7,1,"48",4,1,4,2,1,1,1,1,1,1,5,5, 6,1
 9773,1,3,1,"59",5,2,1,2,1,1,1,1,1,1,5,3, 5,1
 9774,2,3,1,"35",3,1,1,2,1,7,7,1,1,1,5,4, 4,7
 9775,1,3,1,"24",2,2,3,2,1,1,1,1,1,1,5,5, 5,3
 9776,4,2,1,"48",4,2,4,2,1,2,1,1,1,2,5,4, 4,3
 9777,2,5,1,"24",2,1,3,2,1,1,1,1,1,1,5,5, 5,3
 9778,2,5,1,"47",4,1,3,1,1,2,1,3,1,3,5,4, 4,1
 9779,1,3,1,"35",3,2,2,1,1,1,1,1,1,1,5,4, 4,1
 9780,2,5,1,"12",1,2,2,1,2,1,2,2,2,2,4,4, 3,2
 9781,1,7,1,"46",4,2,2,2,1,1,1,1,1,2,5,5, 6,3
 9782,2,7,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 4,3
 9783,2,3,1,"24",2,2,2,2,1,1,2,2,1,1,5,4, 4,1
 9784,1,3,1,"12",1,2,2,2,1,1,1,1,1,1,5,4, 5,5
 9785,2,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 6,2
 9786,1,4,1,"12",1,1,1,1,3,1,1,1,1,1,5,5, 5,5
 9787,1,5,1,"35",3,1,7,2,2,7,1,1,1,1,5,2, 6,3
 9788,1,6,1,"47",4,1,3,1,1,1,1,1,1,1,5,5, 6,1
 9789,2,1,2,"35",3,2,1,2,2,1,2,1,1,1,5,4, 4,3
 9790,2,4,1,"10",1,1,3,2,2,2,2,2,2,2,3,3, 3,1
 9791,2,3,1,"13",1,1,3,2,2,2,1,2,3,2,5,4, 4,1
 9792,1,6,1,"12",1,1,2,1,1,1,1,2,1,1,5,5, 6,4
 9793,1,1,2,"47",4,1,2,2,1,1,1,1,1,1,5,5, 5,1
 9794,2,7,1,"35",3,1,4,2,3,1,1,2,2,3,5,5, 6,5
 9795,3,5,1,"35",3,2,2,1,1,7,1,1,1,1,5,5, 6,5
 9796,7,6,1,"24",2,2,7,2,7,1,7,7,7,1,5,3, 6,1
 9797,2,2,2,"46",4,1,2,2,3,7,1,7,2,2,5,3, 4,2
 9798,1,3,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 5,4
 9799,1,7,1,"35",3,2,1,2,1,1,1,1,1,1,5,7, 6,1
 9800,2,2,1,"59",5,2,2,2,1,1,1,1,1,2,5,3, 4,3
